Headline (CID),Date_Posted,Post_Text,Source_URI,Author_DID
bafyreiejld2axzzl6cqi3ulwlr4yne2gnpyy5qzeb44cf43fnupiay3fp4,2026-02-28,"You literally don't understand how things work.   This group can't make a case for it, and wouldn't get approval for it.",https://bsky.app/profile/dave-m-5.bsky.social/post/3mfxgndxwyc2q,did:plc:djqarap7v2w2x5az3rygungd
bafyreifcr73vlr2ulldhqzv3ecyrdbtq6w3tngivpmhypajqmvyiwpwr6m,2026-02-28,bsky.app/profile/chad...,https://bsky.app/profile/ellisor.net/post/3mfxgndvvkk2d,did:plc:wvauhk2kzu5qxtemqvpkqk2e
bafyreia5oavqxc6ochsi645mtgtqy2efr3nsts4yzpn2tmhxm2vkbnbihu,2026-02-28,I was tearing up during the trailer. And what a cast!   Congrats @edsolomon.bsky.social Hoping it makes it to our part of the world.,https://bsky.app/profile/phoenixblack.bsky.social/post/3mfxgndvb2c2r,did:plc:xdp5i2zpt4avbi4xb2hz5pqm
bafyreigdp3yhhgjgy6too6hnzv6hdijnkexclej6d4oce3s76p5bddj7dm,2026-02-28,i love my himbo ranger general so much blizzard please keep him safe and also let him become a druid thanks,https://bsky.app/profile/erilihn.bsky.social/post/3mfxgndstvk2f,did:plc:s6zruaslnpvtrna4zgstggdw
bafyreialjsvownu4qwa2b3ksyfrsvhpl3yharsqiuxjr3gcovfmq5qbm6m,2026-02-28,"I hear what your saying. But if the company - or any company - was going to filter out my application without even looking at it, maybe that's a company I don't want to work for. But I didn't get to make that choice. He took that away from me. And lied about it. How am I supposed to forgive that?",https://bsky.app/profile/bioherald.bsky.social/post/3mfxgndo7hk2i,did:plc:penfcumjjb5hlmy5fl3l2k4u
bafyreif5qkpe45yxxaag2evmnfrj5xec2z7l6fv2qcndlvux564vaximdu,2026-02-28,youtube.com/shorts/pGpGw...,https://bsky.app/profile/kmf0990.bsky.social/post/3mfxgndn6b224,did:plc:4ekvxw2hp33hpiz63h237gdl
bafyreibtdfasywvyzmewj64yl33rvxgfyqk3jccqzwb4zipt4tdc5dmfwa,2026-02-28,"and remember the Fitbit scandal? Military had passed them out or encouraged them, until they figured out, they could be hacked or tracked.",https://bsky.app/profile/hnowlinlaw.bsky.social/post/3mfxgndk5lc25,did:plc:ab3vg3qm4tp7f6inh37uhqgu
bafyreihs3lmzodwbsgaomjjiaojxf63lbkhx5mjaqozvorbvusg555rpjq,2026-02-28,Theater,https://bsky.app/profile/umi2025.bsky.social/post/3mfxgndhmjk2u,did:plc:bdhn5nppdjlxbi34saucdvpk
bafyreiebxyiliqygqe4dnickcsgtkybrq7bofauaokw35nb4rknydhi2de,2026-02-28,"My mom watched Hercules with me when it came out on VHS and she laughed and was like, ""yea, no, Hera was not his mom and also there's a lot of freaky in the mythology AND Hades isn't technically a bad guy. The underworld isn't like Hell from Christianity. But sure. Why not?"" Lol",https://bsky.app/profile/adorkabledragon.bsky.social/post/3mfxgndhfos27,did:plc:kzdho3ewlmo26ols26wttz3s
bafyreidxiylikqtbowy3bja6f7e6ghmsqwpumojnwoxl35o4dznm6i467q,2026-02-28,It's a paper one with fireworks attached.,https://bsky.app/profile/jacksni.bsky.social/post/3mfxgndgeic2i,did:plc:fugh7ysnwfaf3wyfd3sx5dow
bafyreighxpi37bovtjr6wvlb7k2rs6cakhwjvdlo3u6bosql554pj65eqa,2026-02-28,"I had to identify the source, lol. Wild times",https://bsky.app/profile/mkatepaski.bsky.social/post/3mfxgndg5nk2x,did:plc:ci2mmhvkbkglr5ukjuxd44z5
bafyreifoaztjxb3c4c2e4kihsfmxwf7selfg5ymxhak7dnlxzi26klz43m,2026-02-28,,https://bsky.app/profile/xcocob.bsky.social/post/3mfxgndeiw22r,did:plc:2nz4lum77vg3lzcamd3q7bm5
bafyreicbyrkm3v5i3sptl6ynjr6hai65mzig4mgl7vz5ldzvxowmg22kdu,2026-02-28,"I hope everyone who types ""first"" in the youtube comments gets the word ""first"" engraved into their tombstone by the first person to arrive at their funeral",https://bsky.app/profile/voidlingseraph.bsky.social/post/3mfxgndckg22u,did:plc:mbnero54ecjlh56dvx2egje5
bafyreihwyfjsmfyojp6j73ceg7vbe7svlwtcdmdtiha6eki27ov4r62zg4,2026-02-28,What a funny thing to say……,https://bsky.app/profile/panik.bsky.social/post/3mfxgndcgj222,did:plc:6e3mf2ngatjijzfpovfrnkuc
bafyreihdmvrgo5o7peryesu7g4n5qxweii3a7dkriyo5gtzmnb53uhtr54,2026-02-28,"I'm old enough to remember the idiocy, corruption,  and lies around both Gulf Wars - same playbook here. And it's the ordinary people who suffer. #Israel #Iran #Trump",https://bsky.app/profile/mikeybill.bsky.social/post/3mfxgndbxuc2y,did:plc:i6daqt2obbr6m4zzmmw34kdu
bafyreif6ibkor7itjmtntre34hlomenqhp5ncmgxvkirffbtotdsrueudq,2026-02-28,Any chance of a bit of commentary on the Vegas game? 🫣,https://bsky.app/profile/yaboij0shua.bsky.social/post/3mfxgndasqs2v,did:plc:zu4yu5esuarerz63rad4sr5o
bafyreifg23goegjolfqvx7zwaqsm54rcxbict5aws72fqxiicdq2m33tke,2026-02-28,Benefiting  OIL OLIGARCHS  HE NEEDS  A SUBDUED  Iran so kushner  can build  resorts  in Ghaza!,https://bsky.app/profile/travelingwjoy.bsky.social/post/3mfxgnd7hrs2w,did:plc:do5iiywood6teghvdwtuc7d2
bafyreibiy4zcv2x3fwffmjqhso7zlyfwpmonwguuojpu3fwp644qraen4y,2026-02-28,Like straight up just bombed a dude out of existence. Because you ended a deal that — though not perfect — held it together in the Middle East.  And you make it worse?!,https://bsky.app/profile/writesantonio.bsky.social/post/3mfxgnd66rc2m,did:plc:3dd4jhx26ymylvnrk7ktt25p
bafyreid4czrbj4bbrg7rtnnaorhqlbgw2smqimpjgf37x772n2yefse6b4,2026-02-28,"In photos: Bluebell Fire response southwest of Chautauqua in #Boulder. The blaze was first estimated at 5 acres, later mapped at 1.5 acres and 50% contained by 4 p.m. More than 100 firefighters responded as helicopters dropped water and hikers evacuated. boulderreportinglab.org/2026/02/28/i...",https://bsky.app/profile/boulderrl.bsky.social/post/3mfxgnd5xwk2k,did:plc:7lqpdof4fqal4imvharp66vb
bafyreihivthvckgt64ljhaqmrxf2gvmbqzctmyn4rghlxhx2x4aexmzmae,2026-02-28,🧐,https://bsky.app/profile/momentoftru.bsky.social/post/3mfxgnd5n6s2w,did:plc:flljyvdn7xlo7wle7gxmz2ae
bafyreifvvvjjcgktkmhrn5mqnoha23esgwjkddzhhh55sdepra3e5jq7dy,2026-02-28,"War, death and destruction mean nothing to tRump except as a means to an end, that end being his own enrichment, staying out of jail, and of course, earning the Nobel Peace Prize.",https://bsky.app/profile/bluesmominohio.bsky.social/post/3mfxgnd4xpc2b,did:plc:d2lnqc4afklruwqwgoroufpx
bafyreige4y2fox4ec3uxc7a4l54lirqbrgguma7ctkjkaej6blavsncrvu,2026-02-28,Great move! Love it!,https://bsky.app/profile/ohheyscarlett.bsky.social/post/3mfxgncymzs2t,did:plc:lfoqnyv3whelhcujtwog4n5g
bafyreiemvfxmsaqo6thashojfrc2z6nh5uaiqsa7wdyro6qjvactzbkqm4,2026-02-28,"I mean....if you look up, you can see what certainly looks like offside. I found it in like 2 seconds of pausing. Also, I don't really care. I don't care about either team. I was just shocked that they didn't challenge it.",https://bsky.app/profile/fmjason.bsky.social/post/3mfxgncwvek2q,did:plc:yzxpvcsvj4667o4x5gllvqt2
bafyreiezndnw3ydjwimj43ngemipqmug5phuzmkaws5to4fwzzs4ixnqka,2026-02-28,They'll kiss his ring once again.. Republicans face a 'major test of loyalty' after Trump's latest 'slap in the face'. www.rawstory.com/trump-iran-2...,https://bsky.app/profile/ldogld.bsky.social/post/3mfxgncvan22o,did:plc:6x4aos53mbvaprbmcw2igusy
bafyreian6venfopyvr7y5qvtojufrvvn2xgmmyi5mnk4whusljiov3pd3a,2026-02-28,Guilty as sin?,https://bsky.app/profile/ash131618.bsky.social/post/3mfxgnct5as2d,did:plc:7trqq5gzj5fd5nxigtdezgaq
bafyreie65lihw2grzkoww44amxvcvi45ey7kx7l2wriojf6mp2bmlomz2y,2026-02-28,"Yes, I believe it was about Gaza.",https://bsky.app/profile/joisspeaking.bsky.social/post/3mfxgncrdn222,did:plc:44qqtm37lrais6xurzzky4lo
bafyreibmsixszxswvieejr7snc7rm5hhcdfs5ho2ad72kg3zquvl5bpk7e,2026-02-28,"have you ever been horny? I thought so, you vile little",https://bsky.app/profile/treknirb.bsky.social/post/3mfxgncqszs2h,did:plc:v4c4nokhvrjmx5ylyc3bxcu6
bafyreigpi6knsqsim6ndx5bxnv2jt7s77p6ttloms4lxf5bbhwfswv4f2i,2026-02-28,"Oof. It hit 77 here in NorCal today, too.",https://bsky.app/profile/miscelena.bsky.social/post/3mfxgncqdfs2g,did:plc:pci5vbcv733cb7ys5fg25ghe
bafyreibqigss6wvlcdpzyhxppwry4qegs4cxldqpmayrlp4nniyf3oh7ba,2026-02-28,That shift got my back sore as FUCK 😫😫🫠🫠,https://bsky.app/profile/chennield.bsky.social/post/3mfxgncpssk2v,did:plc:nl4wlx7osyj2mlej2qdcexie
bafyreigdrwfvdvdsuwdm35aodqpea4vsbrn7dbpfaz3ciguify472zh2ji,2026-02-28,It's gonna fry your noodle when you find out the percentage of gay people is pretty close to the percentage of left handed people in the world.  And they play sports.,https://bsky.app/profile/janetmckennalowry.bsky.social/post/3mfxgncpqu22f,did:plc:2lrxljofwuxhmvwqfbd7cere
bafyreibbfrjzuf6ebxdw3cljg4ydwlbgsv7fpe2ezwnniruvf6qx27xsbm,2026-02-28,"“A man of many companions may come to ruin, but there is a friend who sticks closer than a brother.” Proverbs 18:24",https://bsky.app/profile/shestandsintruth.bsky.social/post/3mfxgncorm22h,did:plc:qvwttg23owdwycx7tznemdnd
bafyreieffc5m6fegb55aaj3ieyxad4dosa6isjzovhkbfbvasvjdyhxlm4,2026-02-28,Everything is fine. It is NOT a Mountain Dew CODE RED.,https://bsky.app/profile/qsalt.bsky.social/post/3mfxgncnz6s2y,did:plc:nr73armgqidpuj4qmqbig2tk
bafyreib3yc2pmaamhwapl3dghnshpdnlniym66wpybltom7xhloebprmse,2026-02-28,Oops 😬!!,https://bsky.app/profile/mkabir.bsky.social/post/3mfxgncnwb226,did:plc:6xpj2b7f2ftcpuzvv5kymhuv
bafyreigott6irosv3z23e6sma5iajxrcs2mddkeibu42efgtvlifjtvszu,2026-02-28,"Trump tried to gin up a war with Iran his last time around.  Part of me thinks it's more an attempt to destroy the black guy's legacy of signing a treaty with Iran than it is a distraction of Trump's involvement with Epstein, his dismal failure as President, & his record breaking bad poll numbers.",https://bsky.app/profile/jc-allen.bsky.social/post/3mfxgncnoh22v,did:plc:igrk546x2ms3ptmgokdylxyc
bafyreigceokt4uyrgj6jcdwmlzv3wth7auk4vfaey46tdpbwhxzdedzmc4,2026-02-28,This goal is stuck at $1871 needing its urgent goal praying,https://bsky.app/profile/bethistired.bsky.social/post/3mfxgncnilk2h,did:plc:pngxp4cy774adnrfz4dofmv7
bafyreihz6zdx6xgqmapybk2rqvnrjkixer7mnqub24xaej55d2ejuurgxe,2026-02-28,Certainly understandable. Approaching in general isn't easy. Still hoping for the best for you when you are able to do so.,https://bsky.app/profile/zordrak.bsky.social/post/3mfxgncn6t22p,did:plc:si2x4lg7fifvws37vcac66or
bafyreicz2mn352xw4qu3kxjuh4akwqmf3jw6hv5ox7hoapcbl2c3pi4cx4,2026-02-28,Wonder what that games will be on NSO,https://bsky.app/profile/fineconfetti.bsky.social/post/3mfxgncl2hk2x,did:plc:zggwanelx5lagsrny7srpm2z
bafyreibexxe2ppu2cvnjbxbkx333x4h66buyt3mmv7dv7insupvypfbjoe,2026-02-28,Obviously you never played flag football if you think it’s like regular football.,https://bsky.app/profile/mystakak.bsky.social/post/3mfxgncklss2d,did:plc:m32hjglgj5sgnt7yggakddty
bafyreid2invutnbc4hrn3yolcdlvctezdmerddy23y7u4fz5kw4ckejzfa,2026-02-28,"Everyone (but especially those of us in Illinois/Chicago right now) should always read the fine print on ads, the ""paid for by"" bit, and google whatever the name is.",https://bsky.app/profile/refrag.bsky.social/post/3mfxgncj5w22z,did:plc:5i7qv6sq3azq3i3yzqicf6iz
bafyreifpzsrbflge5qvhshq6os3r3arwwgmtuofxgiewpcy546sz4xsoqe,2026-02-28,"There might be more to it than Xi sitting around waiting until he has decided he has enough legitimacy to take, then flipping the ""Take Taiwan"" switch",https://bsky.app/profile/spacelawyer.bsky.social/post/3mfxgncidkc2y,did:plc:meczknia5io45qaxpeozbilf
bafyreiakrsqlniedgb6lsnygz7oma3gjqmp7csiktbyshee7frved5hb2a,2026-02-28,Just watching my tax dollars being wasted on murdering children and innocent people again and again every day to continue the war economy the US and Israel need,https://bsky.app/profile/voyahora.bsky.social/post/3mfxgndbqzk2v,did:plc:ggrxgv6j6blle4lkqr4ioti6
bafyreig6xz3b2dteiwajwvwlzhzhbcjzi5z2knvbvqas726owfddqee36u,2026-02-28,Idk what's the point of these right wing nutsos pushing the narrative that the attacks on Iran are actually symbolic in Judaism other than doing the same tactics as Isis.,https://bsky.app/profile/voyahora.bsky.social/post/3mfxgnch6gs2v,did:plc:ggrxgv6j6blle4lkqr4ioti6
bafyreih3jg32rjw3rylbv7ewnszeq2zo5i7nipke5lj2yryq3h5u5vyewm,2026-02-28,"Neil, I love the Better Ottawa Panel; you’re passionate and committed, and you have some good ideas. Unfortunately, you also have one very bad idea. No more entry level mayors for Ottawa. We’ve had too many already.",https://bsky.app/profile/jamesmccrea.bsky.social/post/3mfxgncgps22r,did:plc:6tltqnawiryfj7kejrqcbjxr
bafyreicmrv6a2qqmmrqlwauuroozgfvz23v2jcjma36zsxvpiluawyrfnq,2026-02-28,She very pretty,https://bsky.app/profile/kittysierra.bsky.social/post/3mfxgnc7p6k2v,did:plc:2zuc5wgh2oxnefx3vxyvkbqc
bafyreidqkvmy6mok4kyqnog3kju23eaed3qywsqxbfm7szv76rwcjhrhdu,2026-02-28,I had a bad feeling when I saw this post.,https://bsky.app/profile/angrymomma.bsky.social/post/3mfxgnc7bj222,did:plc:nll7umoae22i3k4rs34f3eqc
bafyreidbmnilgebwwoqnukizoctjxvgpz5vs4pgomqwl6mnzc4pgp5qgqm,2026-02-28,"I worked with defense contractors early in my IT career, we would have been instantly fired and prosecuted for even proposing the many violations of security we can see and I am sure it's actually worse than what we see from the outside.",https://bsky.app/profile/freshbison.bsky.social/post/3mfxgnc6suc2v,did:plc:wcdnxhfpe7kjay6ena3qrblm
bafyreig63rxyfpvrmoofkcegrlukwnp7ri7setkc7v63h7dhrafl5xyppy,2026-02-28,🤭,https://bsky.app/profile/prudentdemocrat.bsky.social/post/3mfxgnc53722d,did:plc:ngh3ajv66wcfh7x2pfcposm5
bafyreifgkxavinhtpixgnd6ryvo7wjj727men3rgg3giss7l22pysohb6m,2026-02-28,,https://bsky.app/profile/estel62.bsky.social/post/3mfxgnc4inc27,did:plc:ouhnha7gtxykqf7nlsxqxile
bafyreic3d4evo3qsj3gttsncnpe54mw6nitf2m6cxdjadn56aqbqw34xlq,2026-02-28,"I think I beat him to it, tbh, but yeah, it's not really a huge surprise.",https://bsky.app/profile/mgreenaw.bsky.social/post/3mfxgnc3w3k24,did:plc:25kkmjmdc4xf46um4fdqlftf
bafyreicwrfzt57q7aklxgo4nfgdjtsu3cp3ynztilsdvhjbegnhz26q7ja,2026-02-28,🍋,https://bsky.app/profile/paulmwall.bsky.social/post/3mfxgnby5xs2r,did:plc:mqdne37fwo2wtowjfbawq6lq
bafyreiccpb7pp7iudwyzgrq6v7mbyziwywvxgqokb5ru3234yzztqx3zwe,2026-02-28,"I voted for the candidate opposing Trump, who was obviously the candidate who had a worse Middle East policy",https://bsky.app/profile/suddenlygarmo.bsky.social/post/3mfxgnbxjhk2i,did:plc:vgdwohw5iqdlqxarugyujfcj
